Name,Price,Year,Style,Made In,Kilometer,Province,District,Gearbox,Fuel,Description
Suzuki Swift GLX 1.2 CVT 2019,442 triệu,2019,Hatchback,Nhập khẩu,50.000 km,Hà Nội,Long Biên,Số tự động,Máy xăng,"TP Auto chào bán: - Suzuki Swift GLX 1.2AT, - Sản xuất: 2019, nhập khẩu nguyên chiếc, - Odo: 5v km rất mới, dàn lốp zin theo xe, - Cam kết xe không đâm đụng, ngập nước, máy số, khung gầm nguyên bản theo xe. - Xem xe tại Long Biên, Hà Nội. - Hotline: 0779.51.6789."
Ford Focus 1.5L EcoBoost Sport 2016,419 triệu,2016,Hatchback,Trong nước,64.000 km,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,"+ Tôi cần bán chiếc xe ô tô Ford Focus Sport, sản xuất 2016. Cá nhân sử dụng từ mới. - Xe mới đi 6,4 vạn km, ful lịch sử Hãng. - Xe được trang bị nhiều tính năng an toàn và công nghệ tiên tiến: - Ra lệnh bằng giọng nói, kết nối điện thoại không dây. - Điều khiển âm thanh trên vô lăng. - Ga tự động Cruise Control. - Đèn pha tự động bật tắt. - Hệ thống cân bằng điện tử ESC. - Hệ thống hỗ trợ khởi hành ngang dốc HAC. - Hệ thống chống bó cứng phanh ABS.... - --. + Cam kết 3 không: - Không tai nạn đâm đụng. - Không ngập nước thủy kích. - Không tranh chấp, cầm cố. + Pháp lý chuẩn. —-. + Giá chỉ nhỉnh 400 xíu! + Gọi ngay 0936 755 788 để được giá tốt nhất! #Bán_xe #ô_tô_cũ bán_xe_ford #Ford_focus."
Hyundai Santa Fe 2.4L Xăng Cao cấp 2017,669 triệu,2017,SUV,Trong nước,70.000 km,Hà Nội,Tây Hồ,Số tự động,Máy xăng,"- 1 chủ cá nhân từ mới. - Động cơ, khung gầm nguyên bản. - Option: Màn hình giải trí, Kết nối điện thoại, Vô lăng tích hợp, Cảm biến, Camera lùi, Chân ga tự động, Cửa sổ trời.... - Lăn bánh 7 vạn km. - Cam kết văn bản: Ko ngập nước, ko tai nạn. - Mua lại khi khách hàng có nhu cầu đổi xe hoặc bán đứt. - Check test toàn quốc. ==> Giá có thương lượng. ——————. Hotline/Zalo: 0906283959."
Hyundai Kona 2.0 AT Đặc biệt 2020,535 triệu,2020,MPV,Trong nước,45.000 km,Hà Nội,Long Biên,Số tự động,Máy xăng,- Mẫu xe chưa khi nào hết hót. - Huyndai Kona 2.0 ĐB 2020 lăn bánh 4.5v km quá. - Nội ngoại thất giữ gìn rất mới - Đảm bảo Ace xem xe là ưng. - Hỗ trợ bank tối đa. - Vui lòng liên hệ để biết thêm thông tin chi tiết.
Hyundai Santa Fe 2023,955 triệu,2023,SUV,Trong nước,20.000 km,Hà Nội,Hoàn Kiếm,Số tự động,Máy xăng,"Hyundai Santafe sản xuất 2023 máy xăng, số điện, odo 2 vạn km nilon chưa bóc. Chào 955 triệu. Mạnh Thắng - Best Your Car. ✓ Cam kết chất lượng. ✓ Hỗ trợ bank, làm tên. ✓ Địa chỉ: 17A Vũ Đức Thận, Việt Hưng, Quận Long Biên, Hà Nội. Văn bản cam kết. - Xe không bị tai nạn. - Xe không bị ngập nước. - Xe không phạt nguội. - Giấy tờ pháp lý hợp lệ, không tranh chấp, cầm cố. Hotline: 0889 368 879."
Mercedes-Benz E200 Exclusive V1 2022,1 tỉ 899 triệu,2022,Sedan,Trong nước,11.000 km,Hà Nội,Long Biên,Số tự động,Máy xăng,Dũng Anh auto. Mercedes E200 Exclusive V1. Bản đủ option giá trị hơn bản V0 hơn 300tr. - Loa burmester. - Cam 360. - Cảnh báo điểm mù. - Đá cốp. Sản xuất 2022 Một chủ từ mới bảo hành tháng 2/2026. Odo siêu lướt 1v1 km. Chào 1899 thu ib. Hàng hot anh chị em nhanh tay kết nối nhé @All.
Mercedes-Benz GLB 200 AMG 2022,1 tỉ 499 triệu,2022,SUV,Nhập khẩu,9.400 km,Tp.HCM,Quận 7,Số tự động,Máy xăng,"Mercedes GLB200 AMG V1 - xuất hoá đơn. - Trả trước 499 Triệu, nhận xe ngay. - Màu Xanh Galaxy, nội thất Đen. - Sản xuất: 2022. - Odo: 9.400 km. - Xuất hoá đơn công ty. - Option: Vô-lăng thể thao D-Cut, Cốp điện, Đèn led viền 64 màu, Hệ thống giải trí MBUX, Điều khiển bằng giọng nói LINGUATRONIC. - ----------------------------. Mua xe tại #MBAauto, khách hàng được. - Thoải mái check hãng hoặc gara bất kỳ. - Hướng dẫn hồ sơ vay ngân hàng nhanh gọn. - Tặng gói Spa xe trước khi về nhà mới. - Và nhiều phần quà giá trị khác. ————————————————. MBAauto - Đẳng Cấp Xe Lướt. Chuyên mua - bán - ký gửi các dòng xe Đức. 93 Lý Phục Man, Bình Thuận, Quận 7, HCM. HOTLINE: 0702 000 222."
Volvo XC60 B6 AWD Inscription 2022,1 tỉ 879 triệu,2022,SUV,Nhập khẩu,36.000 km,Tp.HCM,Quận 7,Số tự động,Máy xăng,"VOLVO XC60 B6. - Sản xuất: 2022. - Lăn bánh: 36.000. GIÁ THAM KHẢO 1. 8XX. ———————————-. ✧ THE GIOI XE DUC. ✧ SHOWROOM | Số 25 đường số 16, khu đô thị Midtown, Phú Mỹ Hưng, Quận 7, TP. HCM. ✧ WEBSITE | https://bonbanh.com/salon/thegioixeduc-saigon/. ✧ HOTLINE | 07979. 68. 422. #thegioixeduc #muabanoto #xemoi #daquasudung #volvo #xc60."
Mazda 3 2017,430 triệu,2017,Sedan,Trong nước,80.000 km,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,"Mazda3 1.5FL 2017 chạy 8v nét căng. Giá bán 430tr. Máy móc nguyên bản nhà sản xuất. Xe không đâm đụng, k ngập nước. Hỗ trợ trả góp tới 70% giá trị xe, duyệt nhanh chóng. Hỗ trợ thủ tục sang tên, đổi biển chọn gói. Hỗ trợ test hãng có văn bản. Liên hệ C2 auto: 0916036196- 399 Nguyễn Xiển, Thanh Trì, Hà Nội."
Mazda CX-5 2.0 Premium 2016,505 triệu,2016,SUV,Trong nước,92.000 km,Hải Phòng,,Máy xăng,,Salon e chào bán cx5 2.0 sx 2016 xe đẹp tên tư nhân biển hải phòng 1 chủ từ đầu đã rút sẵn hồ sơ. Cam kết k tai nạn ngập nước (bao check tets toàn quốc). Có hỗ trợ ngân hàng. Xem xe tại hải phòng - 0583.212.999.
Kia Sonet 1.5 Deluxe 2022,499 triệu,2022,SUV,Trong nước,30.000 km,Hà Nội,Tây Hồ,Số tự động,Máy xăng,"- 1 chủ cá nhân từ mới, xe đẹp xuất sắc. - Động cơ, khung gầm nguyên bản. - Option: Màn hình giải trí, Kết nối điện thoại, Vô lăng tích hợp, Cảm biến, Camera lùi.... - Lăn bánh 3,4 vạn km. - Cam kết văn bản: Ko ngập nước, ko tai nạn. - Mua lại khi khách hàng có nhu cầu đổi xe hoặc bán đứt. - Check test toàn quốc. ==> Giá có thương lượng. ——————. ==> Xe đã được kiểm tra kỹ lưỡng với quy trình chặt chẽ. ==> Bảo hành: Động cơ, Hộp số. Hotline/Zalo: 0906283959."
Toyota Camry 2.5Q 2024,1 tỉ 389 triệu,2024,Sedan,Nhập khẩu,4.000 km,Hà Nội,Tây Hồ,Số tự động,Máy xăng,"- 1 chủ cá nhân, nhập Thái. - Động cơ, khung gầm nguyên bản. - Xe đẹp hết cỡ, lên thêm Đồ “Sương sương”: Phủ kim cương 30tr, Phủ Nano 25tr, Keo chống nhiệt 25tr, PVC gầm 20tr, Màn hình và Wifi 15tr... ‍. - Lăn bánh 4000 km. - Cam kết văn bản: Ko ngập nước, ko tai nạn. - Mua lại khi khách hàng có nhu cầu đổi xe hoặc bán đứt. - Check test toàn quốc. ==> Giá có thương lượng. ——————. Hotline/Zalo: 0906283959."
Mercedes-Benz C250 Exclusive 2016,669 triệu,2016,Sedan,Trong nước,85.000 km,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,"Tiểu S class #Mercedes #Benz c250 sx 2016 - odo: 5,6v miles - bao rút hồ sơ - đi bao phê bao sướng .... Trang bị: Ghế da nhớ ghế 3 vị trí, cop điện, loa bum, cửa nóc, nước ariblane,.. V.. V.. Chỉ 679 (có thương lượng). _______________________. Cam kết không giao dịch xe kém chất lượng. Không mua bán trao đổi các loại xe đâm đụng tai nạn. Ngập nước. Sai hoàn cọc 100%. Zalo: 0925071888. Hotline: 0925071888 Hỗ trợ tư vấn miễn phí 24/7. Địa Chỉ: 88A Trương Công Giai - Cầu Giấy - Hà Nội."
Toyota Yaris 1.3G 2008,235 triệu,2008,Hatchback,Nhập khẩu,130.000 km,Tp.HCM,Quận 9,Số tự động,Máy xăng,"Bạn đang tìm 1 chiếc MPV rộng rãi cho gia đình với tầm tài chính dưới 300 triệu? Toyota yaris 1. 3G AT - Hatchback 5chỗ rộng rãi, nhỏ gọn nhất phân khúc. Sản xuất: 2008. Odo: 130.000 km. Màu xe: Xanh / Nội thất: Kem. Trang bị: Động cơ 1.3L công suất 84mã lực, Hộp số tự động, CD 1 đĩa 6 loa, ghế da, lót sàn, che mưa..., Giá bán: 2xx triệu. - ------------------. Cần mua thêm nhiều xe đã qua sử dụng, nhờ ACE kết nối giúp, đảm bảo thông tin bí mật nhanh gọn. Cam kết không đâm đụng, không ngập nước, động cơ và hộp số nguyên bản. Hổ trợ rút hồ sơ và sang tên nhanh chóng. Hỗ trợ giao xe tại nhà, test hãng toàn quốc. Hỗ trợ thu mua xe cũ, trao đổi xe nhanh gọn, bao quay đầu xe. - --------------------------------. AUTO ĐÔNG SÀI GÒN. UY TÍN - TẬN TÂM - CHUYÊN NGHIỆP. 469 Nguyễn Xiển, P. Long Thạnh Mỹ, Tp Thủ Đức, TP. HCM. Hotline: 0902 555 226. FANGAGE: Https://www.facebook.com/dinhdung.autodongsaigon/. YOUTUBE: Https://www.youtube.com/@dinhdung_dongsaigon. TIKTOK: Https://www.tiktok.com/@dinhdung_autodongsaigon. BẢNG GIÁ: Https://docs.google.com/spreadsheets/d/1u5xteAKEN5og9xSGDu9-JFQtjNfl9lpkEDjHhKVRB6w/edit? Gid=0#gid=0. #dinhdung #autodongsaigon #xedep #toyota #xuhuong #xecu #fortuner #automobile #dung #auto#yaris #toyota_yaris #xedep #xengon #xechat #xetot."
Ford Ranger XLS 2.2 4x2 AT 2021,559 triệu,2021,Bán Tải,Nhập khẩu,44.000 km,Bình Dương,Thuận An,Số tự động,Máy dầu,"➽ Ford Ranger XLS 2021. ➽ Số tự động. ━━━━━━━━━━━━━. ⦿ Màu: Đỏ. ⦿ ODO: 4vạn4 Km (Chuẩn không tua). ⦿ Bảo hành: 06 tháng hoặc 10.000Km tại Carpla. ━━━━━━━━━━━━━━━━. ✪ GIÁ BÁN: 559 Triệu (Có thương lượng). ✪ LUÔN CÓ GIÁ TỐT KHI LIÊN HỆ ĐẠI LÝ. ━━━━━━━━━━━━━━━━. ➥ Hỗ trợ Sang Tên, Đổi Biển, Rút Gốc Toàn Quốc. ➥ HỖ TRỢ VAY TRẢ GÓP TỐI ĐA 70%. ➥ HỒ SƠ THỦ TỤC ĐƠN GIẢN, NHANH GỌN, BẢO MẬT. ━━━━━━━━━━━━━━━━. ➽CAM KẾT 4C CỦA CARPLA. ✪ Cam kết bảo hành lên đến 12 tháng. ✪ Cam kết không bán xe đâm đụng, ngập nước. ✪ Cam kết trung thực về tình trạng xe. ✪ Cam kết về trải nghiệm lái xe của khách hàng."
Mazda CX-5 2.0 Premium 2022,769 triệu,2022,SUV,Trong nước,56.400 km,Bình Dương,Thuận An,Số tự động,Máy xăng,"➽ Mazda CX-5 2022 - 2.0 Premium. ➽ Số tự động. ━━━━━━━━━━━━━. ⦿ Màu: Đỏ. ⦿ ODO: 56.400 Km (Chuẩn không tua). ⦿ Bảo hành: 06 tháng hoặc 10.000Km tại Carpla. ━━━━━━━━━━━━━━━━. ✪ GIÁ BÁN: 769 Triệu (Có thương lượng). ✪ LUÔN CÓ GIÁ TỐT KHI LIÊN HỆ ĐẠI LÝ. ━━━━━━━━━━━━━━━━. ➥ Hỗ trợ Sang Tên, Đổi Biển, Rút Gốc Toàn Quốc. ➥ HỖ TRỢ VAY TRẢ GÓP TỐI ĐA 70%. ➥ HỒ SƠ THỦ TỤC ĐƠN GIẢN, NHANH GỌN, BẢO MẬT. ━━━━━━━━━━━━━━━━. ➽CAM KẾT 4C CỦA CARPLA. ✪ Cam kết bảo hành lên đến 12 tháng. ✪ Cam kết không bán xe đâm đụng, ngập nước. ✪ Cam kết trung thực về tình trạng xe. ✪ Cam kết về trải nghiệm lái xe của khách hàng."
Mitsubishi Xpander AT Premium 2024,639 triệu,2024,MPV,Nhập khẩu,5.600 km,Bình Dương,Thuận An,Số tự động,Máy xăng,"➽ Mitsubishi Xpander 2024 - Premium. ➽ Số tự động. ━━━━━━━━━━━━━. ⦿ Màu: Bạc. ⦿ ODO: 5900 Km (Chuẩn không tua). ⦿ Bảo hành: 12 tháng hoặc 20.000Km tại Carpla. ━━━━━━━━━━━━━━━━. ✪ GIÁ BÁN: 639 Triệu (Có thương lượng). ✪ LUÔN CÓ GIÁ TỐT KHI LIÊN HỆ ĐẠI LÝ. ━━━━━━━━━━━━━━━━. ➥ Hỗ trợ Sang Tên, Đổi Biển, Rút Gốc Toàn Quốc. ➥ HỖ TRỢ VAY TRẢ GÓP TỐI ĐA 70%. ➥ HỒ SƠ THỦ TỤC ĐƠN GIẢN, NHANH GỌN, BẢO MẬT. ━━━━━━━━━━━━━━━━. ➽CAM KẾT 4C CỦA CARPLA. ✪ Cam kết bảo hành lên đến 12 tháng. ✪ Cam kết không bán xe đâm đụng, ngập nước. ✪ Cam kết trung thực về tình trạng xe. ✪ Cam kết về trải nghiệm lái xe của khách hàng."
Kia Rio 1.4 AT Hatchback 2015,319 triệu,2015,Hatchback,Nhập khẩu,80.000 km,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,"Kia rio 2015 dky 2016 nhập khẩu.... - Odo: 8v km. Giá 3 xy. Call: 0925071888. #A3auto. ✓ Cam kết không đâm đụng, không ngập nước, động cơ nguyên bản. ✓ Hỗ trợ thủ tục pháp lý sang tên, di chuyển. ✓ Bao check test kiểm tra toàn quốc. ✓ Bảo hành 6 tháng hoặc 5.000Km. ✓ Hỗ trợ trả góp vay bank 70% giá trị xe. Đ/c: A3auto 88a Trương Công Giai - Cầu Giấy - HN."
Toyota Camry 2.0Q 2022,1 tỉ 080 triệu,2022,Sedan,Nhập khẩu,14.000 km,Tp.HCM,Quận 12,Số tự động,Máy xăng,"Chào anh chị em, bên mình vừa về hàng con Camry 2.0Q cực đẹp cho ae nào cần! Xe đẹp, khách ít đi nên bán lại, hãng đã kiểm tra và đạt chứng nhận, còn bảo hành đến 2027 nên anh chị em cứ yên tâm. Thông tin sơ qua cho ACE nắm: - Toyota Camry 2.0Q, Sản xuất 2022. - Kilomet: 14.000km. - Màu: Đỏ. - BẢO HÀNH Chính Hãng tới 28/5/2027. - Phụ kiện: Camera hành trình, Dán phim, Lót sàn 3D, đèn viền nội thất, nẹp bước chân lên xuống. * KIỂM TRA TOÀN DIỆN 176 HẠNG MỤC. Xe chính hãng, cam kết không đâm đụng, ngập nước, tua km, đạn tu động cơ. Anh chị em quan tâm xem xe lái thử liên hệ Hiệp ***."
Hyundai Santa Fe 2.4L Xăng Cao cấp 2020,829 triệu,2020,SUV,Trong nước,50.000 km,Bình Dương,Thuận An,Số tự động,Máy xăng,"➽ Hyundai SantaFe 2020 - Xăng Cao Cấp. ➽ Số tự động. ━━━━━━━━━━━━━. ⦿ Màu: Vàng. ⦿ ODO: 5v Km (Chuẩn không tua). ⦿ Bảo hành: 06 tháng hoặc 10.000Km tại Carpla. ━━━━━━━━━━━━━━━━. ✪ GIÁ BÁN: 829 Triệu (Có thương lượng). ✪ LUÔN CÓ GIÁ TỐT KHI LIÊN HỆ ĐẠI LÝ. ━━━━━━━━━━━━━━━━. ➥ Hỗ trợ Sang Tên, Đổi Biển, Rút Gốc Toàn Quốc. ➥ HỖ TRỢ VAY TRẢ GÓP TỐI ĐA 70%. ➥ HỒ SƠ THỦ TỤC ĐƠN GIẢN, NHANH GỌN, BẢO MẬT. ━━━━━━━━━━━━━━━━. ➽CAM KẾT 4C CỦA CARPLA. ✪ Cam kết bảo hành lên đến 12 tháng. ✪ Cam kết không bán xe đâm đụng, ngập nước. ✪ Cam kết trung thực về tình trạng xe. ✪ Cam kết về trải nghiệm lái xe của khách hàng."
