car_name,car_price,year,style,madein,kilometer,province,district,gearbox,fuel,descri
Hyundai Grand i10 Hatchback 1.2 AT 2023,398000000,2023,Hatchback,Trong nước,17800,Bình Dương,Thuận An,Số tự động,Máy xăng,"➽ Hyundai Grand i10 2023. ➽ Số tự động. ━━━━━━━━━━━━━. ⦿ Màu: Vàng Đất. ⦿ ODO: 17.800 Km (Chuẩn không tua). ⦿ Bảo hành: 12 tháng hoặc 20.000Km tại Carpla. ━━━━━━━━━━━━━━━━. ✪ GIÁ BÁN: 398 Triệu (Có thương lượng). ✪ LUÔN CÓ GIÁ TỐT KHI LIÊN HỆ ĐẠI LÝ. ━━━━━━━━━━━━━━━━. ➥ Hỗ trợ Sang Tên, Đổi Biển, Rút Gốc Toàn Quốc. ➥ HỖ TRỢ VAY TRẢ GÓP TỐI ĐA 70%. ➥ HỒ SƠ THỦ TỤC ĐƠN GIẢN, NHANH GỌN, BẢO MẬT. ━━━━━━━━━━━━━━━━. ➽CAM KẾT 4C CỦA CARPLA. ✪ Cam kết bảo hành lên đến 12 tháng. ✪ Cam kết không bán xe đâm đụng, ngập nước. ✪ Cam kết trung thực về tình trạng xe. ✪ Cam kết về trải nghiệm lái xe của khách hàng."
Mitsubishi Xpander AT Premium 2024,639000000,2024,MPV,Nhập khẩu,5600,Bình Dương,Thuận An,Số tự động,Máy xăng,"➽ Mitsubishi Xpander 2024 Premium. ➽ Số tự động. ━━━━━━━━━━━━━. ⦿ Màu: Bạc. ⦿ ODO: 5900 Km (Chuẩn không tua). ⦿ Bảo hành: 12 tháng hoặc 20.000Km tại Carpla. ━━━━━━━━━━━━━━━━. ✪ GIÁ BÁN: 639 Triệu (Có thương lượng). ✪ LUÔN CÓ GIÁ TỐT KHI LIÊN HỆ ĐẠI LÝ. ━━━━━━━━━━━━━━━━. ➥ Hỗ trợ Sang Tên, Đổi Biển, Rút Gốc Toàn Quốc. ➥ HỖ TRỢ VAY TRẢ GÓP TỐI ĐA 70%. ➥ HỒ SƠ THỦ TỤC ĐƠN GIẢN, NHANH GỌN, BẢO MẬT. ━━━━━━━━━━━━━━━━. ➽CAM KẾT 4C CỦA CARPLA. ✪ Cam kết bảo hành lên đến 12 tháng. ✪ Cam kết không bán xe đâm đụng, ngập nước. ✪ Cam kết trung thực về tình trạng xe. ✪ Cam kết về trải nghiệm lái xe của khách hàng."
Mazda CX-5 2.0 Premium 2022,769000000,2022,SUV,Trong nước,56400,Bình Dương,Thuận An,Số tự động,Máy xăng,"➽ Mazda CX5 2022 2.0 Premium. ➽ Số tự động. ━━━━━━━━━━━━━. ⦿ Màu: Đỏ. ⦿ ODO: 56.400 Km (Chuẩn không tua). ⦿ Bảo hành: 06 tháng hoặc 10.000Km tại Carpla. ━━━━━━━━━━━━━━━━. ✪ GIÁ BÁN: 769 Triệu (Có thương lượng). ✪ LUÔN CÓ GIÁ TỐT KHI LIÊN HỆ ĐẠI LÝ. ━━━━━━━━━━━━━━━━. ➥ Hỗ trợ Sang Tên, Đổi Biển, Rút Gốc Toàn Quốc. ➥ HỖ TRỢ VAY TRẢ GÓP TỐI ĐA 70%. ➥ HỒ SƠ THỦ TỤC ĐƠN GIẢN, NHANH GỌN, BẢO MẬT. ━━━━━━━━━━━━━━━━. ➽CAM KẾT 4C CỦA CARPLA. ✪ Cam kết bảo hành lên đến 12 tháng. ✪ Cam kết không bán xe đâm đụng, ngập nước. ✪ Cam kết trung thực về tình trạng xe. ✪ Cam kết về trải nghiệm lái xe của khách hàng."
Hyundai Santa Fe 2.5 Xăng Cao cấp 2020,829000000,2020,SUV,Trong nước,50000,Bình Dương,Thuận An,Số tự động,Máy xăng,"➽ Hyundai Sanội thấtaFe 2020 2.5 Xăng Cao cấp. ➽ Số tự động. ━━━━━━━━━━━━━. ⦿ Màu: Vàng Cát. ⦿ ODO: 5vạn Km (Chuẩn không tua). ⦿ Bảo hành: 06 tháng hoặc 10.000Km tại Carpla. ━━━━━━━━━━━━━━━━. ✪ GIÁ BÁN: 829 Triệu (Có thương lượng). ✪ LUÔN CÓ GIÁ TỐT KHI LIÊN HỆ ĐẠI LÝ. ━━━━━━━━━━━━━━━━. ➥ Hỗ trợ Sang Tên, Đổi Biển, Rút Gốc Toàn Quốc. ➥ HỖ TRỢ VAY TRẢ GÓP TỐI ĐA 70%. ➥ HỒ SƠ THỦ TỤC ĐƠN GIẢN, NHANH GỌN, BẢO MẬT. ━━━━━━━━━━━━━━━━. ➽CAM KẾT 4C CỦA CARPLA. ✪ Cam kết bảo hành lên đến 12 tháng. ✪ Cam kết không bán xe đâm đụng, ngập nước. ✪ Cam kết trung thực về tình trạng xe. ✪ Cam kết về trải nghiệm lái xe của khách hàng."
Toyota Vios 1.5 G CVT 2022,488000000,2022,Sedan,Trong nước,33000,Bình Dương,Thuận An,Số tự động,Máy xăng,"➽ Toyota Vios 2022 1.5G. ➽ Số tự động. ━━━━━━━━━━━━━. ⦿ Màu: Trắng. ⦿ ODO: 33.000 Km (Chuẩn không tua). ⦿ Bảo hành: 06 tháng hoặc 10.000Km tại Carpla. ━━━━━━━━━━━━━━━━. ✪ GIÁ BÁN: 488 Triệu (Có thương lượng). ✪ LUÔN CÓ GIÁ TỐT KHI LIÊN HỆ ĐẠI LÝ. ━━━━━━━━━━━━━━━━. ➥ Hỗ trợ Sang Tên, Đổi Biển, Rút Gốc Toàn Quốc. ➥ HỖ TRỢ VAY TRẢ GÓP TỐI ĐA 70%. ➥ HỒ SƠ THỦ TỤC ĐƠN GIẢN, NHANH GỌN, BẢO MẬT. ━━━━━━━━━━━━━━━━. ➽CAM KẾT 4C CỦA CARPLA. ✪ Cam kết bảo hành lên đến 12 tháng. ✪ Cam kết không bán xe đâm đụng, ngập nước. ✪ Cam kết trung thực về tình trạng xe. ✪ Cam kết về trải nghiệm lái xe của khách hàng."
Toyota Vios 1.5 G CVT 2023,516000000,2023,Sedan,Trong nước,4000,Bình Dương,Thuận An,Số tự động,Máy xăng,"➽ Toyota Vios 2023 1.5G. ➽ Số tự động. ━━━━━━━━━━━━━. ⦿ Màu: Đỏ. ⦿ ODO: 4000Km (Chuẩn không tua). ⦿ Bảo hành: 12 tháng hoặc 20.000Km tại Carpla. ━━━━━━━━━━━━━━━━. ✪ GIÁ BÁN: 516 Triệu (Có thương lượng). ✪ LUÔN CÓ GIÁ TỐT KHI LIÊN HỆ ĐẠI LÝ. ━━━━━━━━━━━━━━━━. ➥ Hỗ trợ Sang Tên, Đổi Biển, Rút Gốc Toàn Quốc. ➥ HỖ TRỢ VAY TRẢ GÓP TỐI ĐA 70%. ➥ HỒ SƠ THỦ TỤC ĐƠN GIẢN, NHANH GỌN, BẢO MẬT. ━━━━━━━━━━━━━━━━. ➽CAM KẾT 4C CỦA CARPLA. ✪ Cam kết bảo hành lên đến 12 tháng. ✪ Cam kết không bán xe đâm đụng, ngập nước. ✪ Cam kết trung thực về tình trạng xe. ✪ Cam kết về trải nghiệm lái xe của khách hàng."
Toyota Veloz Cross 1.5 CVT TOP 2022,596000000,2022,MPV,Nhập khẩu,23400,Bình Dương,Thuận An,Số tự động,Máy xăng,"➽ Toyota Veloz Cross 2022 TOP. ➽ Số tự động. ━━━━━━━━━━━━━. ⦿ Màu: Đỏ. ⦿ ODO: 23.400 Km (Chuẩn không tua). ⦿ Bảo hành: 06 tháng hoặc 10.000Km tại Carpla. ━━━━━━━━━━━━━━━━. ✪ GIÁ BÁN: 596 Triệu (Có thương lượng). ✪ LUÔN CÓ GIÁ TỐT KHI LIÊN HỆ ĐẠI LÝ. ━━━━━━━━━━━━━━━━. ➥ Hỗ trợ Sang Tên, Đổi Biển, Rút Gốc Toàn Quốc. ➥ HỖ TRỢ VAY TRẢ GÓP TỐI ĐA 70%. ➥ HỒ SƠ THỦ TỤC ĐƠN GIẢN, NHANH GỌN, BẢO MẬT. ━━━━━━━━━━━━━━━━. ➽CAM KẾT 4C CỦA CARPLA. ✪ Cam kết bảo hành lên đến 12 tháng. ✪ Cam kết không bán xe đâm đụng, ngập nước. ✪ Cam kết trung thực về tình trạng xe. ✪ Cam kết về trải nghiệm lái xe của khách hàng."
Ford Ranger XLS 2.2 4x2 AT 2021,559000000,2021,Bán Tải,Nhập khẩu,44000,Bình Dương,Thuận An,Số tự động,Máy dầu,"➽ Ford Ranger XLS 2021. ➽ Số tự động. ━━━━━━━━━━━━━. ⦿ Màu: Đỏ. ⦿ ODO: 4vạn4 Km (Chuẩn không tua). ⦿ Bảo hành: 06 tháng hoặc 10.000Km tại Carpla. ━━━━━━━━━━━━━━━━. ✪ GIÁ BÁN: 559 Triệu (Có thương lượng). ✪ LUÔN CÓ GIÁ TỐT KHI LIÊN HỆ ĐẠI LÝ. ━━━━━━━━━━━━━━━━. ➥ Hỗ trợ Sang Tên, Đổi Biển, Rút Gốc Toàn Quốc. ➥ HỖ TRỢ VAY TRẢ GÓP TỐI ĐA 70%. ➥ HỒ SƠ THỦ TỤC ĐƠN GIẢN, NHANH GỌN, BẢO MẬT. ━━━━━━━━━━━━━━━━. ➽CAM KẾT 4C CỦA CARPLA. ✪ Cam kết bảo hành lên đến 12 tháng. ✪ Cam kết không bán xe đâm đụng, ngập nước. ✪ Cam kết trung thực về tình trạng xe. ✪ Cam kết về trải nghiệm lái xe của khách hàng."
Hyundai Santa Fe 2.4L Xăng Cao cấp 2020,829000000,2020,SUV,Trong nước,50000,Bình Dương,Thuận An,Số tự động,Máy xăng,"➽ Hyundai Sanội thấtaFe 2020 Xăng Cao Cấp. ➽ Số tự động. ━━━━━━━━━━━━━. ⦿ Màu: Vàng. ⦿ ODO: 5v Km (Chuẩn không tua). ⦿ Bảo hành: 06 tháng hoặc 10.000Km tại Carpla. ━━━━━━━━━━━━━━━━. ✪ GIÁ BÁN: 829 Triệu (Có thương lượng). ✪ LUÔN CÓ GIÁ TỐT KHI LIÊN HỆ ĐẠI LÝ. ━━━━━━━━━━━━━━━━. ➥ Hỗ trợ Sang Tên, Đổi Biển, Rút Gốc Toàn Quốc. ➥ HỖ TRỢ VAY TRẢ GÓP TỐI ĐA 70%. ➥ HỒ SƠ THỦ TỤC ĐƠN GIẢN, NHANH GỌN, BẢO MẬT. ━━━━━━━━━━━━━━━━. ➽CAM KẾT 4C CỦA CARPLA. ✪ Cam kết bảo hành lên đến 12 tháng. ✪ Cam kết không bán xe đâm đụng, ngập nước. ✪ Cam kết trung thực về tình trạng xe. ✪ Cam kết về trải nghiệm lái xe của khách hàng."
Mitsubishi Xpander 1.5 MT 2023,516000000,2023,MPV,Trong nước,38000,Bình Dương,Thuận An,Số sàn,Máy xăng,"➽ Mitsubishi Xpander 2023 MT. ➽ Số sàn. ━━━━━━━━━━━━━. ⦿ Màu: Trắng. ⦿ ODO: 3v8 Km (Chuẩn không tua). ⦿ Bảo hành: 06 tháng hoặc 10.000Km tại Carpla. ━━━━━━━━━━━━━━━━. ✪ GIÁ BÁN: 516 Triệu (Có thương lượng). ✪ LUÔN CÓ GIÁ TỐT KHI LIÊN HỆ ĐẠI LÝ. ━━━━━━━━━━━━━━━━. ➥ Hỗ trợ Sang Tên, Đổi Biển, Rút Gốc Toàn Quốc. ➥ HỖ TRỢ VAY TRẢ GÓP TỐI ĐA 70%. ➥ HỒ SƠ THỦ TỤC ĐƠN GIẢN, NHANH GỌN, BẢO MẬT. ━━━━━━━━━━━━━━━━. ➽CAM KẾT 4C CỦA CARPLA. ✪ Cam kết bảo hành lên đến 12 tháng. ✪ Cam kết không bán xe đâm đụng, ngập nước. ✪ Cam kết trung thực về tình trạng xe. ✪ Cam kết về trải nghiệm lái xe của khách hàng."
Mitsubishi Xpander 1.5 AT 2022,536000000,2022,MPV,Nhập khẩu,58000,Bình Dương,Thuận An,Số tự động,Máy xăng,"➽ Mitsubishi Xpander 2022 Bản ECO. ➽ Số tự động. ━━━━━━━━━━━━━. ⦿ Màu: Trắng. ⦿ ODO: 5vạn8Km (Chuẩn không tua). ⦿ Bảo hành: 06 tháng hoặc 10.000Km tại Carpla. ━━━━━━━━━━━━━━━━. ✪ GIÁ BÁN: 536 Triệu (Có thương lượng). ✪ LUÔN CÓ GIÁ TỐT KHI LIÊN HỆ ĐẠI LÝ. ━━━━━━━━━━━━━━━━. ➥ Hỗ trợ Sang Tên, Đổi Biển, Rút Gốc Toàn Quốc. ➥ HỖ TRỢ VAY TRẢ GÓP TỐI ĐA 70%. ➥ HỒ SƠ THỦ TỤC ĐƠN GIẢN, NHANH GỌN, BẢO MẬT. ━━━━━━━━━━━━━━━━. ➽CAM KẾT 4C CỦA CARPLA. ✪ Cam kết bảo hành lên đến 12 tháng. ✪ Cam kết không bán xe đâm đụng, ngập nước. ✪ Cam kết trung thực về tình trạng xe. ✪ Cam kết về trải nghiệm lái xe của khách hàng."
Lexus RX 350 F Sport 2016,2329000000,2016,SUV,Nhập khẩu,100000,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,"Lexus thể thao, nội thất cá tính ai mà không mê. ️. Lexus RX350 Fsport sản xuất 2016 phom mới, bản xuất M. Ỹ công nghệ full lắm. ️ Màu đen ghế đỏ sang lắm, chạy 10v siêu ngon của xe thương hiệu Lexus. Rá tốt cho các Bác nhanh tay trong tuần."
Mazda CX-5 2.0 Luxury 2022,745000000,2022,SUV,Trong nước,32000,Hà Nội,Long Biên,Số tự động,Máy xăng,"MAZDA CX5 2.0 LUXURY sản xuất 2022 chính chủ (đá rút hồ sơ cầm tay, về bấm biển mới trong ngày). Bản luxury được trang bị: Chìa khoá thông minh, bấm nổ, cửa nóc, ghế điện, cốp điện, màn hình, camera lùi.. Xe chạy 3,2v km (dàn lốp dầy bịch). Xe đẹp xuất sắc, bao check test hãng. Cam kết không đâm đụng, không ngập nước, máy nguyên bản. Hỗ trợ bank 70%."
Hyundai Tucson 1.6 Turbo HTRAC 2022,850000000,2022,SUV,Trong nước,30000,Đắk Lắk,Buôn Đôn,Số tự động,Máy xăng,"Ra mắt siêu phẩm hàng hiếm. Cần bán hyundai tucson 2022 1.6 tubor. 1 chủ từ đầu gốc daklak chuân 30.000km. Bảo dưỡng full hãng, bảo hành hãng 2027. Bảo hiểm thân vỏ còn 10/2025, đăng kiểm 2025. Tính năng xe thì phải nói k thiếu gì: Chỉnh ghế điện, sấy ghế, cửa nóc, da full xe, cốp điện, thiết kế trẻ trung, cam hành trình, cam 360 quanh xe, bám làn, tự lái, rada, ga tự động.. Giá công khai 850tr xem xe thương lượng. Hỗ trợ đổi xe cho anh chị ạ. Lh 0868888419 xem xe buôn mê thuột."
VinFast Fadil Tiêu Chuẩn 2021,315000000,2021,Hatchback,Trong nước,17000,Hà Nội,Bắc Từ Liêm,Số tự động,Máy xăng,"Vin Fadil 2021 chạy 1v7 km bản base đã lên màn hình, cam lùi. Bảo hành máy 3 tháng. Xem xe 325 phạm văn đồng, hà nội."
Toyota Wigo 1.2 G AT 2018,285000000,2018,Hatchback,Nhập khẩu,70000,Hà Nội,Bắc Từ Liêm,Số tự động,Máy xăng,"Toyota Wigo sx 2018 nhập Indo chạy 7v. Xe đẹp giá tốt. Không đâm va, ngập nước. Bảo hành máy 3 tháng."
Mercedes-Benz GLC 200 4Matic 2019,988000000,2019,SUV,Trong nước,70000,Hà Nội,Bắc Từ Liêm,Số tự động,Máy xăng,"Mercedes GLC200 sx 2019. Xe chạy chuẩn 7v km. Cam kết không đâm va, ngập nước. Máy, hộp số nguyên bản."
Ford Ranger Wildtrak 2.0L 4x2 AT 2019,570000000,2019,Bán Tải,Nhập khẩu,70000,Hà Nội,Bắc Từ Liêm,Số tự động,Máy dầu,Xe đẹp lại mua: Ford wildtrak 2.0 bi turbo 2019. Xe ko lỗi lầm gì. Chạy 7 vạn.
Mercedes-Benz GLC 200 V1 2022,1539000000,2022,SUV,Trong nước,7000,Hà Nội,Long Biên,Số tự động,Máy xăng,Dũng Anh auto mới về thêm. Mercedes GLC200 V1. Sản xuất 2022 1 chủ từ mới. Odo siêu lướt 1v1 km. Chào 1539 bao check.
Suzuki Ciaz 1.4 AT 2019,325000000,2019,Sedan,Nhập khẩu,85000,Tp.HCM,Quận 6,Số tự động,Máy xăng,"Suzuki ciaz (sản xuất 2019). Nhập khẩu nguyên chiếc (đến từ thái lan). Máy móc nguyên zin, không lõi vặt. Xe đã vô đồ chơi: 1: Lót sàn 5d. 2: Camera hành trình. 3: Camera de. 4: Màng hình androi. 5: Cảm biến 4 hướng. 6: Cảm biến áp xuất lốp. 7: Lock cửa kính lên tự động. Bảo hiểm 2 chiều còn đến năm sau (còn 10 tháng). Xe đi đầm chắc, cách âm tốt hơn hẳn vios, accenội thất, city. Siêu tiết kiệm và mạnh mẽ."
Land Rover Range Rover AutoBiography 3.0 2014,2588000000,2014,SUV,Nhập khẩu,68000,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,"Range Rover Autobiography 3.0 up 2020 Đen ghế nâu siêu sang, xe của người sành. . Động cơ 3.0 dài 5m bản 5 chỗ đi siêu êm, siêu lành. Bản full Option: Cruise Conội thấtrol, Cảm biến Quanh xe, Cam sườn, nâng hạ Gầm, Hộp Lạnh, Cửa nóc panorama, thống âm thanh vòm Meridian, bật lên Xuống auto, cửa hít.. . Mua xe này rẻ hơn 15% so với thị trường."
Mercedes-Benz E300 AMG V1 2022,2299000000,2022,Sedan,Trong nước,26000,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,"Tiểu Méc S màu đen siêu sang lắm E300 sx 2022 siêu ngon lướt 2,6v km. . Bản V1 ứng dụng cao Hud kính hiển thị thông tin trên kính lái, phanh khoảng cách.. . Màu đen trường xe lắm, sang xịn hẳn. Gia đình đi chăm kĩ đầy đủ lịch sử bảo dưỡng. Trong tuần này Đình Long ưu đãi lớn cho các Bác xem xe trực tiếp."
